fixed acidity,volatile acidity,residual sugar,chlorides,free sulfur dioxide,sulphates,alcohol,type_binary,quality_binary
7.2,0.19,1.2,0.036,32.0,0.5,10.5,1,0
6.8,0.29,3.5,0.054,26.0,0.58,10.4,1,0
7.3,0.91,1.8,0.074,20.0,0.56,9.2,0,0
8.3,0.4,8.2,0.05,15.0,0.49,9.3,1,0
6.6,0.8,7.8,0.079,6.0,0.5,12.2,0,0
6.7,0.64,2.1,0.08,11.0,0.7,10.9,0,0
6.8,0.66,1.6,0.07,16.0,0.6,9.3,0,0
9.8,0.39,1.65,0.068,5.0,0.46,11.4,0,0
6.9,0.29,19.45,0.043,36.0,0.47,8.9,1,0
5.6,0.915,2.1,0.041,17.0,0.73,11.4,0,0
6.9,0.28,8.2,0.036,15.0,0.33,10.2,1,0
5.3,0.58,6.9,0.043,34.0,0.57,9.7,1,0
6.9,0.38,13.1,0.112,14.0,0.48,9.2,1,0
5.2,0.6,7.0,0.044,33.0,0.58,9.7,1,0
5.8,0.25,13.1,0.051,44.0,0.38,9.3,1,0
9.9,0.54,2.0,0.111,7.0,0.98,10.2,0,0
8.5,0.44,1.9,0.369,15.0,1.1,9.4,0,0
9.0,0.785,1.7,0.078,10.0,0.67,10.0,0,0
6.6,0.58,5.1,0.057,30.0,0.38,9.0,1,0
7.0,0.29,10.7,0.046,59.0,0.61,9.5,1,0
10.2,0.41,2.2,0.11,11.0,0.67,10.8,0,0
5.8,0.19,1.3,0.044,38.0,0.6,10.6,1,0
7.7,0.26,1.1,0.042,9.0,0.5,10.6,1,0
6.7,0.34,15.6,0.054,51.0,0.49,9.3,1,0
8.3,0.6,2.2,0.118,9.0,0.53,9.8,0,0
7.1,0.35,15.4,0.055,46.0,0.49,8.8,1,0
7.3,0.32,7.2,0.056,47.0,0.47,8.8,1,0
6.9,0.615,12.0,0.067,24.0,0.34,9.3,1,0
7.4,0.28,19.8,0.066,53.0,0.44,9.1,1,0
8.4,0.31,0.95,0.021,52.0,0.32,11.5,1,0
7.3,0.32,2.3,0.066,35.0,0.62,10.1,0,0
7.4,0.35,6.0,0.042,28.0,0.44,11.3,1,0
6.5,0.885,2.3,0.166,6.0,0.51,10.8,0,0
6.4,0.885,2.3,0.166,6.0,0.51,10.8,0,0
7.2,0.3,8.7,0.022,14.0,0.61,10.6,1,0
7.5,0.61,1.7,0.076,36.0,0.4,9.3,0,0
5.8,0.26,9.2,0.044,55.0,0.38,9.4,1,0
7.5,0.27,7.0,0.036,45.0,0.33,11.0,1,0
7.8,0.815,2.6,0.074,48.0,0.62,10.8,0,0
5.7,0.28,17.5,0.044,60.0,0.44,9.4,1,0
7.6,0.43,2.1,0.075,19.0,0.64,9.5,0,0
7.5,0.23,7.0,0.036,43.0,0.32,11.0,1,0
9.0,0.58,2.0,0.104,8.0,0.72,9.6,0,0
7.5,0.58,4.1,0.08,27.0,0.47,9.2,0,0
9.2,0.46,2.6,0.091,18.0,0.51,9.4,0,0
5.2,0.17,0.7,0.03,11.0,0.41,9.8,1,0
7.1,0.24,17.8,0.046,39.0,0.39,8.7,1,0
6.8,0.26,8.3,0.037,49.0,0.47,9.3,1,0
6.1,0.41,10.4,0.037,18.0,0.45,10.0,1,0
5.6,0.12,4.3,0.038,18.0,0.46,9.2,1,0
6.6,0.34,6.4,0.082,47.0,0.48,9.2,1,0
5.9,0.17,0.7,0.027,5.0,0.32,10.6,1,0
6.6,0.44,2.1,0.076,22.0,0.62,9.3,0,0
6.0,0.28,1.8,0.042,8.0,0.55,9.0,1,0
7.3,0.32,13.7,0.05,49.0,0.46,8.7,1,0
9.9,0.72,1.7,0.136,24.0,0.94,10.0,0,0
7.7,0.31,7.8,0.031,23.0,0.5,10.4,1,0
9.9,0.74,5.8,0.111,33.0,0.55,9.4,0,0
7.2,0.2,1.6,0.044,17.0,0.53,10.0,1,0
6.9,0.4,11.2,0.043,40.0,0.46,8.7,1,0
6.1,0.27,1.8,0.041,9.0,0.54,9.0,1,0
8.3,0.39,10.6,0.045,33.0,0.57,9.4,1,0
7.9,0.51,2.6,0.049,13.0,0.51,10.0,1,0
7.3,0.26,1.7,0.05,10.0,0.43,9.9,1,0
7.6,0.42,3.9,0.104,28.0,0.57,9.1,0,0
6.6,0.24,8.0,0.042,56.0,0.46,9.2,1,0
7.1,0.365,1.2,0.055,24.0,0.43,8.9,1,0
8.6,0.37,6.4,0.08,3.0,0.58,11.0,0,0
7.5,0.77,8.1,0.098,30.0,0.58,9.2,0,0
7.1,0.39,12.5,0.044,26.0,0.29,11.6,1,0
8.0,0.62,2.8,0.086,28.0,0.62,10.8,0,0
6.6,0.905,0.8,0.048,17.0,0.56,10.0,1,0
8.0,0.74,4.0,0.05,24.0,0.38,9.7,1,0
7.1,0.31,1.0,0.042,21.0,0.4,9.6,1,0
6.3,0.39,5.9,0.04,82.5,0.66,10.1,1,0
7.4,0.32,11.7,0.035,44.0,0.45,10.4,1,0
6.5,0.36,1.1,0.031,13.0,0.46,10.6,1,0
6.8,0.37,11.8,0.044,62.0,0.44,8.8,1,0
6.7,0.25,1.35,0.061,30.5,0.53,9.5,1,0
6.8,0.27,1.3,0.04,87.0,0.41,10.0,1,0
5.6,0.605,2.4,0.073,19.0,0.55,12.9,0,0
8.5,0.46,1.4,0.414,16.0,1.34,9.2,0,0
8.2,0.28,1.8,0.031,30.0,0.39,11.4,1,0
6.8,0.26,7.5,0.046,45.0,0.49,9.3,1,0
7.1,0.43,1.8,0.082,27.0,0.64,10.4,0,0
5.9,0.26,18.2,0.048,52.0,0.44,9.4,1,0
6.7,0.14,1.6,0.036,15.0,0.49,10.9,1,0
6.1,0.35,1.4,0.069,22.0,0.52,9.2,1,0
7.1,0.27,18.2,0.046,55.0,0.56,8.7,1,0
7.4,0.965,2.2,0.088,16.0,0.67,10.2,0,0
6.9,0.49,1.2,0.049,13.0,0.51,9.4,1,0
6.8,0.48,1.8,0.074,40.0,0.49,9.6,0,0
7.6,0.17,11.2,0.054,56.0,0.47,10.0,1,0
7.9,0.51,6.2,0.051,30.0,0.53,9.7,1,0
6.4,0.21,7.4,0.045,47.0,0.46,9.1,1,0
6.8,0.3,6.2,0.06,41.0,0.51,9.2,1,0
7.5,0.41,3.7,0.104,29.0,0.58,9.1,0,0
7.2,0.43,6.7,0.058,40.0,0.41,9.9,1,0
6.9,0.23,16.4,0.045,62.0,0.42,10.5,1,0
5.9,0.19,1.7,0.045,57.0,0.44,9.5,0,0
8.2,0.37,13.9,0.043,22.0,0.8,9.3,1,0
10.0,0.43,2.7,0.095,28.0,0.68,10.0,0,0
5.8,0.34,6.6,0.04,50.0,0.62,10.0,1,0
6.6,0.24,7.7,0.031,36.0,0.37,10.5,1,0
8.3,0.41,2.0,0.046,11.0,0.55,11.4,1,0
5.6,0.66,2.5,0.066,7.0,0.58,12.9,0,0
7.5,0.27,5.8,0.057,131.0,0.59,10.5,1,0
5.6,0.2,1.3,0.049,25.0,0.43,10.0,1,0
7.0,0.18,1.5,0.043,16.0,0.5,10.8,1,0
7.2,0.21,1.3,0.036,33.0,0.51,10.4,1,0
6.8,0.24,4.6,0.032,37.0,0.39,10.6,1,0
7.8,0.25,13.7,0.044,66.0,0.75,8.9,1,0
6.5,0.28,9.9,0.038,30.0,0.44,9.8,1,0
8.1,0.78,3.3,0.09,4.0,0.49,9.5,0,0
5.6,0.26,5.7,0.031,12.0,0.38,10.8,1,0
6.3,0.57,2.1,0.048,13.0,0.6,12.8,0,0
5.9,0.26,1.3,0.047,12.0,0.53,10.4,1,0
5.4,0.31,3.0,0.053,46.0,0.76,10.0,1,0
8.6,0.52,1.5,0.096,5.0,0.52,9.4,0,0
9.4,0.4,2.5,0.087,6.0,0.5,10.5,0,0
6.5,0.23,16.3,0.038,43.0,0.41,8.8,1,0
5.7,0.335,1.0,0.04,13.0,0.66,10.0,1,0
6.4,0.26,5.1,0.037,23.0,0.32,10.1,1,0
7.5,0.32,1.8,0.042,13.0,0.38,9.5,1,0
7.7,0.27,12.0,0.046,64.0,0.46,8.9,1,0
6.4,0.32,7.9,0.05,53.0,0.5,9.6,1,0
7.5,0.2,1.2,0.05,26.0,0.52,11.1,1,0
6.9,0.21,1.4,0.041,15.0,0.63,11.0,1,0
7.1,0.36,1.6,0.271,24.0,0.63,9.8,1,0
7.0,0.28,1.4,0.039,12.0,0.65,11.1,1,0
6.0,0.23,9.7,0.048,101.0,0.3,9.1,1,0
7.2,0.27,12.5,0.037,47.0,0.44,8.7,1,0
6.6,0.32,7.2,0.048,55.0,0.46,9.4,1,0
6.3,0.25,6.6,0.054,40.0,0.48,10.3,1,0
6.2,0.32,4.1,0.051,34.0,0.52,11.0,1,0
6.6,0.26,15.4,0.053,32.0,0.49,9.3,1,0
7.7,0.28,12.1,0.046,60.0,0.46,8.9,1,0
5.9,0.22,22.6,0.12,55.0,0.35,12.8,1,0
6.8,0.22,1.2,0.041,29.0,0.35,11.2,1,0
5.9,0.22,6.4,0.041,28.0,0.5,9.9,1,0
5.4,0.24,2.3,0.05,22.0,0.46,10.3,1,0
6.0,0.28,19.3,0.051,36.0,0.5,9.0,1,0
8.9,0.13,1.0,0.028,6.0,0.32,9.9,1,0
7.7,0.31,4.3,0.026,15.0,0.48,12.0,1,0
6.3,0.39,2.8,0.048,53.0,0.45,9.8,1,0
6.3,0.3,7.7,0.049,47.0,0.48,9.5,1,0
7.2,0.31,7.2,0.046,45.0,0.53,9.7,1,0
7.8,0.27,1.8,0.05,21.0,0.44,9.9,1,0
7.3,0.3,2.5,0.045,32.0,0.54,10.3,1,0
6.0,0.555,4.5,0.053,17.0,0.46,9.1,1,0
6.5,0.39,1.6,0.049,10.0,0.51,9.7,1,0
7.2,0.34,10.4,0.108,43.0,0.57,9.4,1,0
6.6,0.3,1.2,0.034,17.0,0.36,9.2,1,0
6.3,0.27,7.7,0.048,45.0,0.47,9.0,1,0
7.5,0.2,1.3,0.031,8.0,0.62,11.1,1,0
6.7,0.23,1.3,0.061,14.0,0.55,9.5,1,0
7.6,0.18,2.4,0.049,38.0,0.46,10.3,1,0
5.1,0.305,1.75,0.036,17.0,0.51,12.33333333,1,0
8.0,0.3,9.4,0.046,47.0,0.48,10.0,1,0
6.4,0.28,6.0,0.051,50.0,0.52,10.2,1,0
6.5,0.32,8.5,0.051,20.0,0.42,10.7,1,0
6.7,0.62,1.1,0.039,6.0,0.32,10.4,1,0
7.0,0.36,11.6,0.043,35.0,0.51,8.9,1,0
8.3,0.2,1.7,0.04,34.0,0.37,10.1,1,0
6.8,0.2,6.2,0.052,22.0,0.54,10.8,1,0
6.3,0.33,17.9,0.066,36.0,0.51,8.8,1,0
6.3,0.29,8.1,0.212,60.0,0.4,9.3,1,0
6.7,0.23,11.2,0.047,52.0,0.74,10.4,1,0
6.1,0.23,10.6,0.094,49.0,0.54,8.8,1,0
7.2,0.29,8.2,0.042,41.0,0.49,9.1,1,0
7.9,0.2,1.6,0.053,15.0,0.47,10.5,1,0
8.0,0.18,1.8,0.061,10.0,0.48,10.0,1,0
6.6,0.3,8.0,0.038,54.0,0.48,9.5,1,0
7.1,0.28,7.8,0.04,48.0,0.5,9.4,1,0
7.2,0.23,6.1,0.067,20.0,0.79,9.7,1,0
5.8,0.555,4.5,0.053,17.0,0.46,9.1,1,0
5.7,0.14,5.4,0.045,26.0,0.45,9.3,1,0
6.6,0.25,8.1,0.045,54.0,0.42,9.2,1,0
6.4,0.28,7.1,0.048,49.0,0.48,9.2,1,0
6.7,0.34,16.4,0.051,20.0,0.54,9.1,1,0
6.4,0.35,2.1,0.051,46.0,0.5,9.5,1,0
6.2,0.25,15.8,0.057,39.0,0.51,9.2,1,0
7.5,0.35,12.4,0.056,61.0,0.52,8.8,1,0
7.8,0.24,2.1,0.058,14.0,0.55,9.9,1,0
6.4,0.18,11.9,0.046,54.0,0.68,10.1,1,0
6.4,0.26,8.2,0.05,51.0,0.48,9.5,1,0
7.8,0.34,1.2,0.04,25.0,0.55,10.4,1,0
9.8,0.31,15.4,0.046,13.0,0.45,9.5,1,0
6.5,0.315,6.6,0.041,9.0,0.51,8.8,1,0
6.4,0.24,7.3,0.069,31.0,0.53,9.1,1,0
6.1,0.34,5.0,0.042,17.0,0.53,9.4,1,0
7.3,0.3,13.5,0.039,46.0,0.4,8.7,1,0
9.3,0.31,1.3,0.042,34.0,0.46,9.8,1,0
7.2,0.47,5.9,0.048,14.0,0.49,9.8,1,0
7.0,0.23,2.7,0.053,16.0,0.56,9.3,1,0
6.5,0.22,4.5,0.096,16.0,0.44,9.6,1,0
7.1,0.26,8.2,0.051,53.0,0.52,9.7,1,0
6.3,0.19,10.1,0.063,63.0,0.41,9.1,1,0
7.1,0.31,11.2,0.048,32.0,0.4,9.5,1,0
7.0,0.48,4.5,0.05,23.0,0.35,9.0,1,0
6.5,0.23,7.5,0.05,44.0,0.48,9.533333333,1,0
6.6,0.55,2.7,0.034,56.0,0.3,11.9,1,0
6.2,0.29,5.6,0.046,35.0,0.51,10.53333333,1,0
9.2,0.23,10.7,0.037,34.0,0.32,9.7,1,0
7.3,0.28,1.6,0.054,31.0,0.47,10.7,1,0
7.3,0.22,15.5,0.048,70.0,0.77,9.4,1,0
7.6,0.27,2.0,0.059,19.0,0.56,9.9,1,0
6.0,0.28,1.9,0.037,16.0,0.69,10.6,1,0
6.6,0.24,12.3,0.051,35.0,0.67,9.4,1,0
6.1,0.21,1.4,0.046,51.0,0.39,10.5,1,0
6.2,0.27,1.2,0.146,28.0,0.51,10.1,1,0
7.8,0.3,1.3,0.051,16.0,0.62,10.0,1,0
6.9,0.56,10.9,0.06,55.0,0.44,9.4,1,0
8.1,0.36,13.6,0.051,60.0,0.39,8.7,1,0
7.6,0.39,11.7,0.084,55.0,0.51,9.0,1,0
7.6,0.13,9.3,0.062,40.0,0.39,9.6,1,0
6.3,0.32,12.3,0.044,24.0,0.58,9.9,1,0
9.1,0.28,2.0,0.059,10.0,0.46,10.1,1,0
7.1,0.26,2.0,0.031,13.0,0.49,11.4,1,0
7.6,0.18,18.05,0.046,36.0,0.41,9.2,1,0
5.7,0.24,6.3,0.069,35.0,0.46,9.75,1,0
6.3,0.305,16.0,0.061,26.0,0.5,9.1,1,0
7.5,0.19,1.8,0.055,19.0,0.44,9.9,1,0
5.7,0.24,6.3,0.069,35.0,0.46,9.733333333,1,0
5.7,0.29,7.9,0.044,48.0,0.36,9.4,1,0
6.7,0.3,5.0,0.038,35.0,0.46,9.9,1,0
6.6,0.3,4.6,0.041,36.0,0.45,9.9,1,0
5.9,0.29,7.9,0.044,48.0,0.36,9.4,1,0
5.2,0.22,6.2,0.066,41.0,0.42,9.733333333,1,0
7.7,0.39,10.0,0.056,35.0,0.6,10.2,1,0
7.8,0.26,3.1,0.045,21.0,0.35,10.3,1,0
7.4,0.27,11.8,0.053,55.0,0.6,9.8,1,0
7.9,0.16,17.85,0.037,52.0,0.41,9.3,1,0
6.1,0.4,9.0,0.051,28.5,0.5,8.8,1,0
7.2,0.29,7.7,0.046,51.0,0.52,9.5,1,0
8.0,0.24,6.8,0.047,13.0,0.7,10.0,1,0
6.7,0.3,18.75,0.057,65.0,0.53,9.1,1,0
6.4,0.62,4.7,0.06,33.0,0.48,8.9,1,0
9.4,0.28,1.6,0.045,36.0,0.49,9.3,1,0
6.8,0.21,14.6,0.053,34.0,0.44,9.2,1,0
7.3,0.28,1.2,0.039,26.0,0.62,10.8,1,0
5.6,0.295,2.2,0.049,18.0,0.68,10.0,1,0
6.5,0.22,3.9,0.046,17.0,0.31,11.5,1,0
7.1,0.33,6.3,0.094,27.0,0.49,9.5,1,0
5.8,0.27,7.3,0.04,42.0,0.48,9.8,1,0
5.8,0.34,7.2,0.041,48.0,0.49,9.8,1,0
5.9,0.42,2.4,0.034,19.0,0.48,10.9,1,0
6.6,0.32,15.6,0.063,27.0,0.56,9.0,1,0
8.8,0.34,9.7,0.036,46.0,0.4,10.2,1,0
6.2,0.33,1.3,0.042,26.0,0.64,9.5,1,0
6.9,0.29,5.8,0.04,16.0,0.58,11.2,1,0
5.8,0.54,1.4,0.033,40.0,0.35,12.4,1,0
6.9,0.44,11.8,0.051,26.0,0.48,9.1,1,0
6.0,0.39,1.2,0.042,60.0,0.52,10.6,1,0
6.0,0.26,7.0,0.055,50.0,0.43,9.0,1,0
6.6,0.22,12.05,0.058,25.0,0.45,9.4,1,0
9.0,0.31,6.6,0.043,11.0,0.38,11.6,1,0
6.8,0.28,11.5,0.04,58.0,0.56,9.5,1,0
6.7,0.43,5.0,0.157,49.0,0.49,9.4,1,0
6.9,0.29,7.8,0.046,52.0,0.51,9.6,1,0
7.4,0.64,14.15,0.168,42.0,0.49,9.3,1,0
7.6,0.27,3.8,0.058,19.0,0.45,8.9,1,0
8.3,0.49,6.65,0.034,6.0,0.48,11.2,1,0
8.6,0.22,1.2,0.031,38.0,0.31,10.3,1,0
6.9,0.3,7.2,0.045,54.0,0.48,9.4,1,0
6.1,0.38,1.4,0.051,59.0,0.5,9.6,1,0
7.8,0.29,3.15,0.044,41.0,0.35,11.5,1,0
5.7,0.46,1.4,0.04,31.0,0.47,8.8,1,0
5.6,0.695,6.8,0.042,9.0,0.44,10.2,1,0
5.7,0.695,6.8,0.042,9.0,0.44,10.2,1,0
6.7,0.61,1.65,0.117,40.0,0.57,9.3,1,0
6.4,0.41,6.1,0.048,20.0,0.42,10.0,1,0
8.3,0.21,2.2,0.05,24.0,0.45,9.5,1,0
4.6,0.445,1.4,0.053,11.0,0.55,10.2,1,0
6.7,0.18,6.4,0.048,40.0,0.52,10.0,1,0
7.3,0.36,14.8,0.057,46.0,0.57,10.2,1,0
6.7,0.4,8.8,0.052,24.0,0.45,9.4,1,0
7.6,0.54,2.0,0.029,13.0,0.33,10.4,1,0
6.5,0.51,1.7,0.048,39.0,0.57,10.6,1,0
6.7,0.3,18.5,0.057,65.0,0.53,9.1,1,0
6.5,0.51,1.7,0.048,39.0,0.57,10.56666667,1,0
7.8,0.13,1.8,0.04,43.0,0.41,9.0,1,0
7.6,0.19,1.1,0.04,38.0,0.42,11.4,1,0
6.8,0.17,1.4,0.04,35.0,0.66,12.0,1,0
7.1,0.25,1.2,0.04,31.0,0.53,11.1,1,0
8.6,0.31,0.9,0.045,16.0,0.39,10.1,1,0
7.5,0.24,10.6,0.045,51.0,0.44,8.8,1,0
6.6,0.41,4.9,0.158,47.0,0.49,9.4,1,0
5.9,0.415,0.8,0.038,22.0,0.36,9.3,1,0
6.7,0.29,14.3,0.054,30.0,0.57,9.1,1,0
6.9,0.3,15.7,0.056,49.0,0.48,9.0,1,0
8.3,0.21,19.8,0.054,50.0,0.54,9.2,1,0
6.9,0.34,11.2,0.069,44.0,0.81,9.2,1,0
6.4,0.46,14.7,0.047,51.0,0.6,10.5,1,0
9.4,0.42,6.5,0.027,20.0,0.43,10.6,1,0
6.9,0.28,9.1,0.037,16.0,0.54,11.1,1,0
7.0,0.2,0.8,0.044,19.0,0.53,10.2,1,0
6.5,0.24,1.6,0.046,15.0,0.39,9.8,1,0
8.3,0.14,8.8,0.026,13.0,0.35,11.05,1,0
6.9,0.4,8.9,0.053,36.0,0.5,9.3,1,0
7.8,0.21,1.35,0.052,6.0,0.28,11.4,1,0
8.3,0.18,1.2,0.049,6.0,0.52,10.1,1,0
4.9,0.345,1.0,0.068,32.0,0.4,10.1,1,0
6.4,0.3,5.2,0.05,30.0,0.58,11.1,1,0
6.1,0.25,10.5,0.049,41.0,0.35,10.5,1,0
8.2,0.37,1.7,0.028,10.0,0.48,10.4,1,0
7.1,0.85,8.7,0.028,40.0,0.36,10.7,1,0
7.6,0.48,10.4,0.049,57.0,0.45,9.3,1,0
7.1,0.14,1.4,0.039,24.0,0.68,10.4,1,0
6.7,0.18,14.3,0.048,79.0,0.37,9.7,1,0
9.9,0.59,3.4,0.102,32.0,0.71,9.8,0,0
6.3,0.36,2.0,0.048,48.0,0.51,9.6,1,0
5.8,0.31,7.5,0.052,55.0,0.46,9.8,1,0
7.0,0.12,4.9,0.055,27.0,0.41,9.4,1,0
7.7,0.3,2.0,0.068,28.0,0.62,9.8,1,0
6.8,0.45,11.8,0.094,23.0,0.44,9.6,1,0
6.1,0.2,1.9,0.028,32.0,0.72,11.7,1,0
7.2,0.4,1.1,0.048,11.0,0.42,9.3,1,0
5.8,0.22,1.1,0.047,36.0,0.45,10.4,1,0
6.6,0.24,10.3,0.047,54.0,0.45,8.8,1,0
7.1,0.25,1.6,0.052,46.0,0.41,10.5,1,0
6.9,0.35,1.0,0.044,18.0,0.55,10.2,1,0
7.0,0.46,16.7,0.046,50.0,0.56,9.4,1,0
7.4,0.33,15.6,0.049,67.0,0.68,9.5,1,0
5.3,0.165,1.1,0.051,25.0,0.47,9.1,1,0
6.9,0.17,1.6,0.047,34.0,0.48,11.4,1,0
7.4,0.25,1.1,0.042,35.0,0.55,11.3,1,0
6.1,0.22,1.5,0.051,18.0,0.46,9.6,1,0
5.9,0.3,1.1,0.036,23.0,0.38,11.3,1,0
7.1,0.4,1.3,0.148,45.0,0.56,8.7,1,0
6.9,0.23,14.2,0.053,19.0,0.5,9.6,1,0
8.5,0.56,17.85,0.051,51.0,0.7,9.2,1,0
6.3,0.23,7.1,0.05,67.0,0.34,9.5,1,0
6.5,0.36,6.7,0.185,51.5,0.42,9.3,1,0
6.1,0.25,7.6,0.052,67.0,0.47,8.9,1,0
7.2,0.26,13.6,0.05,56.0,0.44,8.8,1,0
7.2,0.31,1.4,0.057,17.0,0.35,10.5,1,0
8.6,0.36,11.1,0.03,43.5,0.49,12.0,1,0
5.8,0.28,9.1,0.039,26.0,0.55,10.8,1,0
8.0,0.25,1.2,0.061,27.0,0.34,9.4,1,0
7.7,0.31,2.0,0.069,29.0,0.62,9.8,1,0
6.1,0.46,6.2,0.053,10.0,0.47,10.1,1,0
5.6,0.39,4.7,0.034,27.0,0.36,12.7,1,0
6.7,0.41,2.8,0.048,39.0,0.35,9.5,1,0
6.9,0.35,11.95,0.038,22.0,0.29,9.7,1,0
9.6,0.21,1.2,0.038,12.0,0.46,10.6,1,0
6.1,0.3,1.4,0.049,50.0,0.45,9.5,1,0
7.7,0.26,1.2,0.04,26.0,0.56,10.8,1,0
7.6,0.48,9.4,0.046,6.0,0.61,9.4,1,0
8.9,0.34,1.6,0.056,13.0,0.47,9.7,1,0
7.3,0.31,6.65,0.032,30.0,0.37,11.1,1,0
6.9,0.19,1.15,0.023,30.0,0.38,11.4,1,0
6.4,0.29,1.0,0.06,15.0,0.41,9.5,1,0
6.8,0.27,17.8,0.034,16.0,0.53,9.2,1,0
6.7,0.27,8.0,0.053,54.0,0.43,9.3,1,0
6.0,0.16,12.0,0.03,39.0,0.34,10.8,1,0
6.9,0.29,8.6,0.056,56.0,0.44,8.8,1,0
6.6,0.62,8.7,0.046,81.0,0.44,9.3,1,0
6.3,0.34,6.3,0.047,63.0,0.44,9.6,1,0
5.7,0.33,1.9,0.05,20.0,0.62,9.9,1,0
6.5,0.22,17.1,0.05,44.0,0.37,8.8,1,0
5.9,0.26,2.4,0.046,27.0,0.73,11.3,1,0
6.6,0.32,7.7,0.054,56.0,0.45,8.8,1,0
7.4,0.32,1.7,0.051,50.0,0.69,8.9,1,0
7.4,0.31,8.6,0.048,47.0,0.36,9.1,1,0
7.3,0.33,1.4,0.041,40.0,0.48,9.9,1,0
6.6,0.37,1.4,0.048,58.0,0.38,10.0,1,0
6.6,0.33,15.6,0.054,62.0,0.56,10.4,1,0
6.7,0.31,6.8,0.059,51.0,0.56,10.3,1,0
6.3,0.18,5.6,0.047,45.0,0.54,10.0,1,0
6.2,0.32,6.5,0.048,61.0,0.45,9.6,1,0
8.0,0.27,1.2,0.044,20.0,0.42,10.9,1,0
7.4,0.21,7.9,0.039,14.0,0.34,10.4,1,0
6.9,0.26,12.6,0.051,59.0,0.38,9.9,1,0
7.0,0.35,1.9,0.04,21.0,0.38,11.0,1,0
7.6,0.27,1.2,0.043,23.0,0.68,10.5,1,0
6.8,0.28,1.4,0.036,15.0,0.72,11.7,1,0
6.6,0.545,2.5,0.031,48.0,0.32,11.9,1,0
9.1,0.33,1.7,0.062,50.5,0.7,9.5,1,0
6.5,0.43,12.0,0.056,23.0,0.55,9.3,1,0
6.9,0.24,15.4,0.052,81.0,0.69,9.4,1,0
6.0,0.28,12.15,0.048,42.0,0.46,10.1,1,0
6.1,0.22,3.1,0.052,15.0,0.42,8.7,1,0
7.5,0.15,1.8,0.054,19.0,0.44,10.0,1,0
6.6,0.27,5.3,0.045,57.0,0.79,9.8,1,0
7.0,0.23,1.1,0.062,35.0,0.4,9.2,1,0
7.2,0.26,1.5,0.061,12.0,0.46,10.4,1,0
7.1,0.34,1.4,0.174,36.0,0.5,9.3,1,0
6.6,0.28,7.8,0.049,57.0,0.39,9.5,1,0
6.8,0.36,1.6,0.039,10.0,0.67,9.6,1,0
6.8,0.25,10.7,0.076,47.0,0.38,9.0,1,0
6.6,0.22,1.6,0.04,31.0,0.66,12.0,1,0
6.4,0.26,1.1,0.052,22.0,0.54,9.3,1,0
8.9,0.33,1.4,0.056,14.0,0.47,9.7,1,0
6.6,0.22,1.1,0.133,52.0,0.3,9.1,1,0
6.1,0.34,12.0,0.053,46.0,0.48,8.6,1,0
7.5,0.22,4.8,0.05,33.0,0.42,9.9,1,0
7.0,0.31,1.6,0.063,13.0,0.5,10.7,1,0
7.3,0.34,1.4,0.044,43.0,0.46,9.9,1,0
6.3,0.17,5.7,0.048,44.0,0.54,10.0,1,0
8.5,0.24,15.2,0.057,40.0,0.66,9.0,1,0
6.5,0.32,11.5,0.033,35.0,0.32,9.0,1,0
7.5,0.33,12.4,0.065,29.0,0.39,9.4,1,0
7.6,0.38,3.4,0.046,9.0,0.41,9.4,1,0
6.6,0.22,15.1,0.052,22.0,0.35,9.4,1,0
5.3,0.76,2.7,0.043,27.0,0.38,9.2,1,0
7.2,0.24,7.7,0.045,53.0,0.38,9.5,1,0
7.2,0.25,8.0,0.044,51.0,0.44,9.2,1,0
7.4,0.44,11.5,0.049,44.0,0.44,9.0,1,0
6.6,0.34,1.0,0.053,26.0,0.55,9.1,1,0
6.2,0.3,1.2,0.052,32.0,0.44,10.1,1,0
7.4,0.29,1.7,0.035,23.0,0.38,10.9,1,0
8.2,0.17,1.5,0.05,17.0,0.58,9.5,1,0
7.1,0.32,1.5,0.034,13.0,0.6,10.4,1,0
6.0,0.27,1.5,0.056,35.0,0.45,8.8,1,0
7.4,0.37,9.6,0.05,33.0,0.46,10.4,1,0
7.2,0.23,18.8,0.085,19.0,0.51,8.7,1,0
6.5,0.36,1.3,0.054,11.0,0.39,8.5,1,0
8.0,0.55,12.6,0.211,37.0,0.56,9.3,1,0
9.4,0.3,10.7,0.029,14.0,0.42,10.6,1,0
6.1,0.28,8.0,0.048,41.0,0.51,9.9,1,0
6.9,0.38,8.3,0.062,22.0,0.72,10.6,1,0
6.9,0.18,1.0,0.054,24.0,0.51,10.5,1,0
7.5,0.42,10.7,0.046,18.0,0.33,10.7,1,0
5.5,0.28,1.6,0.032,23.0,0.42,12.5,1,0
6.1,0.17,1.9,0.09,44.0,0.41,9.7,1,0
9.4,0.16,1.6,0.042,14.0,0.32,9.5,1,0
7.6,0.26,7.9,0.041,62.0,0.38,9.0,1,0
6.5,0.27,11.0,0.03,2.0,0.36,11.2,1,0
8.7,0.49,17.8,0.052,34.0,0.82,9.0,1,0
6.2,0.34,11.1,0.047,28.0,0.49,8.7,1,0
7.4,0.28,12.1,0.049,48.0,0.44,9.0,1,0
6.6,0.25,14.0,0.069,42.0,0.47,9.8,1,0
8.4,0.17,5.4,0.052,47.0,0.38,9.8,1,0
6.3,0.24,1.6,0.052,48.0,0.5,9.4,1,0
